"Package","Version","CRANRelease","SnapshotFirstDate","SnapshotLastDate","Depends","Imports","License","Suggests"
"BAT","1.0.1","2014-10-22 16:04:42","2014-11-04","2015-01-14","R (>= 3.0.0), vegan",,"GPL-3",
"BAT","1.1","2015-01-13 12:14:20","2015-01-15","2015-02-13","R (>= 3.0.0), vegan, spatstat, nls2",,"GPL-3",
"BAT","1.2","2015-02-12 10:03:43","2015-02-14","2015-03-06","R (>= 3.0.0), vegan, spatstat, nls2",,"GPL-3",
"BAT","1.2.1","2015-03-05 15:16:35","2015-03-07","2015-04-17","R (>= 3.0.0), vegan, spatstat, nls2",,"GPL-3",
"BAT","1.3.0","2015-04-16 13:07:10","2015-04-18","2015-04-20","R (>= 3.0.0), vegan, spatstat, nls2",,"GPL-3",
"BAYSTAR","0.2-9","2013-09-27 07:58:55","2013-09-28","2015-04-20","R (>= 3.0.1), mvtnorm, coda",,"GPL (>= 2)",
"BB","2013.4-1","2013-04-13 20:38:11","2013-09-03","2014-01-29","R (>= 2.6.1), quadprog",,"GPL-3","setRNG, survival, Hmisc, numDeriv"
"BB","2014.1-1","2014-01-28 19:32:04","2014-01-30","2014-11-06","R (>= 2.6.1)",,"GPL-3","setRNG, survival, Hmisc, numDeriv"
"BB","2014.10-1","2014-11-07 09:59:40","2014-11-10","2015-04-20","R (>= 2.6.1)","stats, quadprog","GPL-3","setRNG, survival, Hmisc, numDeriv"
"BBEST","0.1-0","2014-08-15 22:38:23","2014-08-19","2014-12-08",,"DEoptim, aws, grid, ggplot2, reshape2, shiny, methods","GPL-3",
"BBEST","0.1-1","2014-12-05 15:29:38","2014-12-09","2015-02-09",,"DEoptim, aws, grid, ggplot2, reshape2, shiny, methods","GPL-3",
"BBEST","0.1-2","2015-02-06 21:28:59","2015-02-10","2015-03-11",,"DEoptim, aws, grid, ggplot2, reshape2, shiny, methods","GPL-3",
"BBEST","0.1-3","2015-03-09 16:41:06","2015-03-12","2015-04-08",,"DEoptim, aws, grid, ggplot2, reshape2, shiny, methods","GPL-3",
"BBEST","0.1-4","2015-04-06 18:03:36","2015-04-09","2015-04-20",,"DEoptim, wmtsa, grid, ggplot2, reshape2, shiny, methods","GPL-3",
"BBMM","3.0","2013-03-08 18:28:07","2013-09-03","2015-04-20",,,"GNU General Public License",
"BBRecapture","0.1","2013-12-19 12:22:17","2013-12-21","2015-04-20","R (>= 3.0.2), HI, locfit, lme4, secr",,"GPL-2",
"BBmisc","1.3-64","2013-08-20 14:07:39","2013-09-03","2013-11-06","methods",,"BSD_3_clause + file LICENSE","testthat"
"BBmisc","1.4","2013-11-06 07:11:01","2013-11-07","2014-01-25","methods",,"BSD_3_clause + file LICENSE","testthat"
"BBmisc","1.5","2014-01-25 00:32:45","2014-01-27","2014-04-25",,,"BSD_3_clause + file LICENSE","testthat, microbenchmark"
"BBmisc","1.6","2014-04-23 18:04:10","2014-04-26","2014-06-23",,"stats","BSD_3_clause + file LICENSE","testthat, microbenchmark"
"BBmisc","1.7","2014-06-21 18:17:50","2014-06-24","2014-11-03",,"stats, checkmate","BSD_3_clause + file LICENSE","testthat, microbenchmark"
"BBmisc","1.8","2014-10-30 19:34:53","2014-11-04","2015-02-04",,"stats, checkmate","BSD_3_clause + file LICENSE","testthat, microbenchmark"
"BBmisc","1.9","2015-02-03 14:03:09","2015-02-05","2015-04-20",,"stats, checkmate","BSD_3_clause + file LICENSE","testthat, microbenchmark, codetools"
"BCA","0.9-2","2013-02-28 07:27:47","2013-09-03","2014-09-05","R (>= 2.6.0), car, clv, cluster, class, flexclust, rpart, nnet, rgl, Rcmdr",,"GPL (>= 2)",
"BCA","0.9-3","2014-09-04 06:55:00","2014-09-06","2015-04-20","R (>= 3.0.0)","RcmdrMisc (>= 1.0-1), Rcmdr (>= 2.1-0), car (>= 2.0-21), rpart, flexclust, clv","GPL (>= 2)","rgl"
"BCBCSF","1.0-0","2013-01-18 06:34:15","2013-09-03","2015-04-20","R (>= 2.13.1), abind",,"GPL (>= 2)",
"BCDating","0.9.2","2013-08-07 14:31:18","2013-09-03","2013-09-04","methods",,"GPL-2",
"BCDating","0.9.3","2013-09-03 06:40:57","2013-09-05","2014-12-31","methods",,"GPL-2",
"BCDating","0.9.7","2014-12-30 09:41:14","2015-01-01","2015-04-20","methods",,"GPL-2",
"BCE","1.4","2013-06-13 08:49:20","2013-09-03","2014-05-23","R (>= 2.0.1), limSolve",,"GPL",
"BCE","2.1","2014-05-22 19:53:13","2014-05-24","2015-04-20","R (>= 2.0.1), FME, limSolve, Matrix",,"GPL (>= 2)",
"BCEA","2.0-1","2013-07-31 12:41:56","2013-09-03","2013-12-04",,,"GPL (>= 2)","MASS, ggplot2, grid, R2jags"
"BCEA","2.0-2","2013-12-02 21:50:18","2013-12-05","2015-01-14",,,"GPL (>= 2)","MASS, ggplot2, grid, R2jags, mgcv"
"BCEA","2.1-0","2015-01-13 19:35:54","2015-01-15","2015-04-20","R (>= 2.10)",,"GPL (>= 2)","MASS, ggplot2, grid, R2jags, R2OpenBUGS, mgcv"
"BCEs0","1.0","2013-07-22 17:11:43","2013-09-03","2013-11-18",,,"GPL (>= 2)","R2jags"
"BCEs0","1.1","2013-11-16 00:14:30","2013-11-19","2015-04-20",,,"GPL (>= 2)","R2jags"
"BDgraph","2.10","2014-07-11 09:31:31","2014-07-15","2014-09-24","R (>= 3.0.0), Matrix, igraph",,"GPL (>= 3)",
"BDgraph","2.11","2014-09-23 12:44:25","2014-09-25","2014-09-26","R (>= 3.0.0), Matrix, igraph",,"GPL (>= 3)",
"BDgraph","2.12","2014-09-24 14:23:02","2014-09-27","2014-11-19","R (>= 3.0.0), Matrix, igraph",,"GPL (>= 3)",
"BDgraph","2.13","2014-11-17 11:15:18","2014-11-20","2014-12-22","R (>= 3.0.0), Matrix, igraph",,"GPL (>= 3)",
"BDgraph","2.14","2014-12-19 07:26:33","2014-12-23","2015-01-26","R (>= 3.0.0), Matrix, igraph",,"GPL (>= 3)",
"BDgraph","2.15","2015-01-23 16:59:03","2015-01-27","2015-03-02","R (>= 3.0.0), Matrix, igraph",,"GPL (>= 3)",
"BDgraph","2.16","2015-02-28 01:16:51","2015-03-03","2015-03-11","R (>= 3.0.0), Matrix, igraph",,"GPL (>= 3)",
"BDgraph","2.17","2015-03-10 06:57:58","2015-03-12","2015-04-20","R (>= 3.0.0), Matrix, igraph",,"GPL (>= 3)",
"BDgraph","2.6","2013-05-06 21:32:44","2013-09-03","2013-12-23","R (>= 3.0.0), huge, Matrix, igraph, MASS",,"GPL (>= 3)",
"BDgraph","2.7","2013-12-20 23:11:18","2013-12-24","2014-05-30","R (>= 3.0.2), huge",,"GPL (>= 3)",
"BDgraph","2.8","2014-05-29 15:11:40","2014-05-31","2014-07-04","R (>= 3.0.0), huge, Matrix, igraph",,"GPL (>= 3)",
"BDgraph","2.9","2014-07-02 13:47:26","2014-07-05","2014-07-14","R (>= 3.0.0), Matrix, igraph",,"GPL (>= 3)",
"BEANSP","1.0","2014-09-19 06:22:11","2014-09-23","2015-04-20",,,"GPL-2",
"BEDASSLE","1.0","2013-07-31 21:22:59","2013-09-03","2013-09-13",,"MASS, matrixcalc, emdbook","GPL (>= 2)",
"BEDASSLE","1.1","2013-09-11 20:46:44","2013-09-14","2013-10-02",,"MASS, matrixcalc, emdbook","GPL (>= 2)",
"BEDASSLE","1.2","2013-10-01 07:37:49","2013-10-03","2014-01-25",,"MASS, matrixcalc, emdbook","GPL (>= 2)",
"BEDASSLE","1.3","2014-01-25 08:07:30","2014-01-27","2014-06-11",,"MASS, matrixcalc, emdbook","GPL (>= 2)",
"BEDASSLE","1.4","2014-06-10 07:07:54","2014-06-12","2014-12-05",,"MASS, matrixcalc, emdbook","GPL (>= 2)",
"BEDASSLE","1.5","2014-12-04 00:30:46","2014-12-06","2015-04-20",,"MASS, matrixcalc, emdbook","GPL (>= 2)",
"BEQI2","1.0-0","2014-04-16 22:50:47","2014-04-19","2014-06-11","R (>= 3.0.2), methods, tcltk","knitr, markdown, RJSONIO, xtable, plyr, reshape2","GPL (>= 3)","testthat"
"BEQI2","1.0-1","2014-06-10 18:47:39","2014-06-12","2014-12-19","R (>= 3.0.2), methods, tcltk","knitr, markdown, RJSONIO, xtable, plyr, reshape2","GPL (>= 3)","testthat"
"BEQI2","2.0-0","2015-01-07 06:33:27","2015-01-10","2015-04-20","R (>= 3.0.2), methods","knitr, markdown, jsonlite, xtable, plyr, reshape2","GPL (>= 3)","testthat"
"BEST","0.2.0","2013-08-23 08:17:59","2013-09-03","2014-06-09","rjags",,"GPL (>= 3)",
"BEST","0.2.2","2014-06-06 14:08:40","2014-06-10","2015-04-20","rjags, coda",,"GPL (>= 3)",
"BGLR","1.0.1","2013-10-13 14:58:02","2013-10-17","2013-10-23","R (>= 2.12.2)",,"GPL-3",
"BGLR","1.0.2","2013-10-23 00:50:29","2013-10-24","2014-06-11","R (>= 2.15.0)",,"GPL-3",
"BGLR","1.0.3","2014-06-10 07:07:56","2014-06-12","2015-04-08","R (>= 2.15.0)",,"GPL-3",
"BGLR","1.0.4","2015-04-07 19:14:51","2015-04-09","2015-04-20","R (>= 3.1.3)",,"GPL-3",
"BGPhazard","0.9.0","2013-10-08 08:04:55","2013-10-10","2013-10-18","R(>= 3.0.0), survival",,"GPL-2","MASS, KMsurv"
"BGPhazard","0.9.1","2013-10-17 07:55:16","2013-10-19","2013-11-29","R(>= 3.0.2), survival",,"GPL-2","MASS, KMsurv"
"BGPhazard","0.9.2","2013-11-28 22:03:46","2013-11-30","2014-04-09","R(>= 3.0.2), survival",,"GPL (>= 2)","MASS, KMsurv"
"BGPhazard","1.0","2014-04-08 07:02:31","2014-04-10","2014-09-10","R(>= 3.0.3), survival",,"GPL (>= 2)","MASS, KMsurv"
"BGPhazard","1.1","2014-09-09 07:24:23","2014-09-11","2015-03-18","R(>= 3.1.1), survival",,"GPL (>= 2)","MASS, KMsurv"
"BGPhazard","1.2.2","2015-03-17 07:34:50","2015-03-19","2015-04-20","R(>= 3.1.2), survival",,"GPL (>= 2)",
"BGSIMD","1.0","2012-10-29 13:13:36","2013-09-03","2015-04-20",,,"GPL (>= 2)",
"BH","1.51.0-2","2013-07-29 21:32:16","2013-09-03","2013-10-21",,,"BSL-1.0",
"BH","1.51.0-3","2013-10-19 18:40:27","2013-10-22","2014-01-03",,,"BSL-1.0",
"BH","1.51.0-4","2014-01-02 09:11:51","2014-01-04","2014-04-09",,,"BSL-1.0",
"BH","1.54.0-1","2014-04-08 07:02:40","2014-04-10","2014-04-16",,,"BSL-1.0",
"BH","1.54.0-2","2014-04-14 19:33:59","2014-04-17","2014-08-06",,,"BSL-1.0",
"BH","1.54.0-3","2014-08-04 08:53:14","2014-08-07","2014-09-01",,,"BSL-1.0",
"BH","1.54.0-4","2014-08-29 19:54:19","2014-09-02","2014-11-12",,,"BSL-1.0",
"BH","1.54.0-5","2014-11-10 10:32:47","2014-11-13","2014-12-22",,,"BSL-1.0",
"BH","1.55.0-1","2014-12-21 17:57:02","2014-12-23","2015-01-05",,,"BSL-1.0",
"BH","1.55.0-2","2015-01-04 07:55:58","2015-01-06","2015-01-07",,,"BSL-1.0",
"BH","1.55.0-3","2015-01-05 23:21:19","2015-01-08","2015-04-20",,,"BSL-1.0",
"BHH2","2012.04-0","2012-04-04 17:09:32","2013-09-03","2015-04-20","R (>= 2.0.0)",,"GPL (>= 2)","FrF2"
"BHMSMAfMRI","1.0","2014-08-04 14:19:41","2014-08-07","2015-04-20","fmri, AnalyzeFMRI, wavethresh",,"GPL (>= 2)","knitr"
"BIFIEsurvey","0.1-57","2014-07-01 00:51:25","2014-07-03","2014-07-04","R (>= 2.15.0)","Rcpp (>= 0.11.0), miceadds","GPL (>= 2)","survey, intsvy, svyPVpack, lavaan.survey, Hmisc"
"BIFIEsurvey","0.1-61","2014-07-02 09:23:47","2014-07-05","2014-07-14","R (>= 2.15.0)","Rcpp (>= 0.11.0), miceadds","GPL (>= 2)","survey, intsvy, svyPVpack, lavaan.survey, Hmisc"
"BIFIEsurvey","0.2-37","2014-07-12 16:34:41","2014-07-15","2014-08-01","R (>= 2.15.0)","Rcpp (>= 0.11.0), miceadds","GPL (>= 2)","survey, intsvy, svyPVpack, lavaan.survey, Hmisc"
"BIFIEsurvey","0.3-47","2014-07-31 16:24:38","2014-08-02","2014-10-13","R (>= 2.15.0)","Rcpp (>= 0.11.0), miceadds (>= 0.14-7)","GPL (>= 2)","survey, intsvy, svyPVpack, lavaan.survey, Hmisc, car"
"BIFIEsurvey","1.0","2014-10-12 18:46:13","2014-10-14","2014-11-24","R (>= 2.15.0)","Rcpp (>= 0.11.0), miceadds (>= 0.14)","GPL (>= 2)","survey, intsvy, svyPVpack, lavaan.survey, Hmisc, car"
"BIFIEsurvey","1.1","2014-11-22 19:06:45","2014-11-25","2015-02-23","R (>= 2.15.0)","Rcpp (>= 0.11.0), miceadds (>= 0.14)","GPL (>= 2)","survey, intsvy, svyPVpack, lavaan.survey, Hmisc, car"
"BIFIEsurvey","1.2-6","2015-02-22 17:32:58","2015-02-24","2015-04-20","R (>= 2.15.0)","Rcpp (>= 0.11.0), miceadds, mitools, TAM","GPL (>= 2)","survey, intsvy, svyPVpack, lavaan.survey, Hmisc, car, lme4"
"BINCO","0.1-1","2012-04-24 08:17:59","2013-09-03","2013-12-23",,,"GPL (>= 2)",
"BIOM.utils","0.9","2014-08-29 01:19:01","2014-08-30","2015-04-20","R (>= 3.0), utils","","BSD_2_clause + file LICENSE","RJSONIO, MGRASTer"
"BIPOD","0.2.0","2014-03-18 10:20:42","2014-03-20","2014-03-21",,"RcppArmadillo (>= 0.4.100.2.1)","GPL-3",
"BIPOD","0.2.1","2014-03-19 10:21:45","2014-03-22","2015-04-20","R(>= 3.0.2)","Rcpp (>= 0.11.1)","GPL-3",
"BLCOP","0.2.6","2011-05-23 09:06:40","2013-09-03","2014-01-08","methods, MASS, quadprog",,"GPL-3","RUnit (>= 0.4.22), fPortfolio (>= 2100.78), sn, corpcor"
"BLCOP","0.2.7","2014-01-07 16:11:02","2014-01-09","2014-08-01","methods, MASS, quadprog",,"GPL-3","RUnit (>= 0.4.22), fPortfolio (>= 2100.78), sn, corpcor"
"BLCOP","0.2.8","2014-07-30 16:15:21","2014-08-02","2014-08-18","methods, MASS, quadprog",,"GPL-3","RUnit (>= 0.4.22), fPortfolio (>= 2100.78), sn, corpcor"
"BLCOP","0.3.1","2015-02-04 21:10:08","2015-02-07","2015-04-20","methods, MASS, quadprog","RUnit (>= 0.4.22), timeSeries, fBasics, fMultivar, fPortfolio (>= 3011.81)","GPL-3","sn, corpcor, mnormt"
"BLR","1.3","2012-03-20 06:52:48","2013-09-03","2014-12-05","R (>= 2.10), SuppDists",,"GPL-2",
"BLR","1.4","2014-12-05 05:01:22","2014-12-06","2015-04-20","R (>= 3.1.2), SuppDists",,"GPL-2",
"BMA","3.16.2.2","2013-08-20 22:20:19","2013-09-03","2013-12-16","survival, leaps, robustbase",,"GPL (>= 2)","MASS, rrcov, forward"
"BMA","3.16.2.3","2013-12-13 06:40:46","2013-12-17","2014-05-14","survival, leaps, robustbase",,"GPL (>= 2)","MASS, rrcov, forward"
"BMA","3.17.1","2014-05-11 01:41:39","2014-05-15","2014-09-10","survival, leaps, robustbase",,"GPL (>= 2)","MASS, rrcov, forward"
"BMA","3.18","2014-09-09 07:24:25","2014-09-11","2014-10-06","survival, leaps, robustbase, inline",,"GPL (>= 2)","MASS, rrcov, forward"
"BMA","3.18.1","2014-10-04 06:34:47","2014-10-07","2015-04-20","survival, leaps, robustbase, inline",,"GPL (>= 2)","MASS, rrcov, forward"
"BMAmevt","1.0","2013-09-02 17:00:47","2013-09-05","2014-09-22","stats, utils, coda",,"GPL (>= 2)",
"BMN","1.02","2010-04-25 18:00:20","2013-09-03","2015-04-20","R (>= 2.6.0)",,"GPL-2",
"BMS","0.3.1","2012-09-05 09:34:49","2013-09-03","2013-11-25","R (>= 2.5), methods",,"Artistic-2.0",
"BMS","0.3.3","2013-11-22 10:57:11","2013-11-26","2015-04-20","R (>= 2.5), methods",,"Artistic-2.0",
"BMhyd","1.2-2","2014-02-15 07:37:26","2014-02-18","2015-04-20",,"corpcor, numDeriv","GPL (>= 2)",
"BNDataGenerator","1.0","2014-12-28 10:37:26","2014-12-30","2015-04-20","R (>= 3.0.0)",,"GPL (>= 2)","bnlearn"
"BNPTSclust","1.0","2015-01-13 19:40:15","2015-01-15","2015-04-20","R(>= 3.1.2), mvtnorm, MASS",,"GPL (>= 2)",
"BNPdensity","2013.8","2013-08-01 01:04:16","2013-09-03","2015-04-20","R(>= 2.14.0)",,"GPL (>= 2)",
"BNSP","1.0.0","2014-10-10 23:54:57","2014-10-14","2014-11-05","R (>= 3.1.0)",,"GPL (>= 2)",
"BNSP","1.0.1","2014-11-03 14:29:40","2014-11-06","2015-01-05","R (>= 3.1.0)",,"GPL (>= 2)","mvtnorm"
"BNSP","1.0.2","2015-01-02 06:52:56","2015-01-06","2015-04-20","R (>= 3.1.0)",,"GPL (>= 2)","mvtnorm"
"BOG","1.1","2013-03-19 17:43:33","2013-09-03","2014-08-20","R(>= 2.10.0), hash, DIME",,"GPL-3",
"BOG","2.0","2015-03-03 14:32:48","2015-03-05","2015-04-20","R(>= 3.1.2), hash, DIME",,"GPL-3",
"BOIN","1.0","2014-09-19 17:28:47","2014-09-23","2015-02-18",,,"GPL-2",
"BOIN","1.1","2015-02-15 07:35:39","2015-02-19","2015-04-20",,,"GPL-2",
"BRugs","0.8-3","2013-08-19 08:14:18","2013-09-03","2015-04-20","R (>= 2.11.0)","utils, coda","GPL-2",
"BSDA","1.01","2012-03-23 15:25:10","2013-09-03","2015-04-20","e1071, lattice",,"GPL (>= 2)",
"BSGS","1.0","2015-02-13 07:39:35","2015-02-19","2015-04-20","R (>= 3.1.1), MASS, compiler, pscl, plyr",,"GPL-2",
"BSGW","0.9","2014-10-12 02:02:49","2014-10-14","2015-04-20","survival",,"GPL (>= 2)",
"BSSasymp","1.0-0","2013-11-25 09:16:08","2013-11-28","2014-06-20",,"fICA, JADE","GPL (>= 2)",
"BSSasymp","1.0-1","2014-06-19 14:46:01","2014-06-21","2014-08-08",,"fICA, JADE","GPL (>= 2)",
"BSSasymp","1.0-2","2014-08-07 14:22:48","2014-08-09","2014-11-03",,"fICA, JADE","GPL (>= 2)",
"BSSasymp","1.1-0","2014-10-28 13:09:48","2014-11-04","2015-04-20",,"fICA (>= 1.0-2), JADE","GPL (>= 2)",
"BSagri","0.1-6","2012-10-29 13:13:36","2013-09-03","2013-11-22","R (>= 2.7.0), mvtnorm, multcomp, gamlss, mratios, MCPAN, pairwiseCI, lattice, geepack, boot",,"GPL",
"BSagri","0.1-8","2013-11-21 11:50:06","2013-11-23","2015-04-20","gamlss, multcomp, MCPAN","mvtnorm, boot, mratios","GPL-2",
"BSquare","1.1","2013-05-24 12:04:15","2013-09-03","2015-04-20","quadprog, quantreg, VGAM",,"GPL (>= 2)","survival"
"BTSPAS","2012.0219","2013-05-14 06:42:21","2013-09-03","2013-10-09","coda, splines, actuar, BRugs, R2OpenBUGS",,"GPL (>= 2)",
"BTSPAS","2014.0901","2014-08-26 07:51:38","2014-08-28","2015-04-20",,"coda, splines, actuar, rjags, R2OpenBUGS, ggplot2, plyr","GPL (>= 2)","BRugs"
"BTYD","1.0","2012-08-22 14:00:45","2013-09-03","2014-07-23","gsl, Matrix",,"GPL-3",
"BTYD","2.3","2014-07-21 20:17:46","2014-07-24","2014-11-06","gsl","Matrix","GPL-3","knitr"
"BTYD","2.4","2014-11-07 09:59:45","2014-11-10","2015-04-20","hypergeo","Matrix","GPL-3","knitr"
"BVS","4.12.1","2012-08-09 19:07:50","2013-09-03","2015-04-20","MASS, msm, haplo.stats, R (>= 2.14.0)",,"Unlimited",
"BaBooN","0.1-6","2011-03-26 16:43:24","2013-09-03","2015-04-20","R (>= 2.12.0), MASS, nnet",,"GPL (>= 2)",
"BaM","0.99","2012-10-29 13:13:36","2013-09-03","2015-04-20","R (>= 1.4.1), bayesm, coda, MASS, stats, mice, survival, foreign,nnet",,"GPL",
"BaSAR","1.3","2012-05-08 21:23:09","2013-09-03","2014-08-20","polynom, orthopolynom",,"GPL-2","fields"
"BaSTA","1.9","2013-08-10 10:56:34","2013-09-03","2014-01-24","R (>= 2.10), msm",,"GPL","snowfall"
"BaSTA","1.9.1","2014-01-22 13:05:35","2014-01-25","2014-01-25","R (>= 2.10), msm",,"GPL","snowfall"
"BaSTA","1.9.2","2014-01-24 12:24:58","2014-01-27","2014-03-03","R (>= 2.10), msm",,"GPL","snowfall"
"BaSTA","1.9.3","2014-03-01 10:51:47","2014-03-04","2015-04-20","R (>= 2.10), msm",,"GPL","snowfall"
"BalancedSampling","1.0","2014-03-24 13:37:31","2014-03-27","2014-05-05",,"Rcpp (>= 0.11.1)","GPL (>= 2)",
"BalancedSampling","1.4","2014-05-02 21:49:07","2014-05-06","2015-04-20",,"Rcpp (>= 0.11.1)","GPL (>= 2)",
"Barnard","1.3","2012-09-26 12:17:17","2013-09-03","2014-08-20",,,"GPL-2",
"BatchExperiments","1.0-968","2013-04-10 23:19:47","2013-09-03","2014-02-10","R (>= 2.13.0), BatchJobs (>= 1.0-966)","BBmisc, DBI, RSQLite, plyr","BSD","randomForest, rpart, testthat"
"BatchExperiments","1.1","2014-02-07 10:48:30","2014-02-11","2014-07-11","R (>= 2.15.0), BatchJobs (>= 1.2)","BBmisc (>= 1.5), DBI, RSQLite, plyr","BSD_3_clause + file LICENSE","randomForest, rpart, testthat"
"BatchExperiments","1.2","2014-07-11 00:02:58","2014-07-12","2014-09-26","R (>= 2.15.0), BatchJobs (>= 1.3)","checkmate (>= 1.1), BBmisc (>= 1.7), DBI, RSQLite, plyr","BSD_3_clause + file LICENSE","randomForest, rpart, testthat"
"BatchExperiments","1.3","2014-09-24 18:37:43","2014-09-27","2014-11-03","R (>= 2.15.0), BatchJobs (>= 1.4)","checkmate (>= 1.4), BBmisc (>= 1.7), DBI, RSQLite, plyr","BSD_3_clause + file LICENSE","randomForest, rpart, testthat"
"BatchExperiments","1.4","2014-10-31 14:46:24","2014-11-04","2015-03-20","R (>= 2.15.0), BatchJobs (>= 1.5)","checkmate (>= 1.5), BBmisc (>= 1.8), DBI, RSQLite (>= 1.0.0), plyr","BSD_3_clause + file LICENSE","randomForest, rpart, testthat"
"BatchExperiments","1.4.1","2015-03-18 20:58:40","2015-03-21","2015-04-20","R (>= 2.15.0), BatchJobs (>= 1.6)","checkmate (>= 1.5), BBmisc (>= 1.8), DBI, RSQLite (>= 1.0.0), plyr","BSD_3_clause + file LICENSE","randomForest, rpart, testthat"
"BatchJobs","1.0-966","2013-04-10 20:18:39","2013-09-03","2013-10-02","R (>= 2.13.0), BBmisc (>= 1.1-166)","utils, digest, DBI, RSQLite, sendmailR, brew, plyr","BSD","testthat"
"BatchJobs","1.1-1135","2013-10-02 08:16:23","2013-10-03","2014-02-07","R (>= 2.13.0), BBmisc (>= 1.3-64)","utils, digest, DBI, RSQLite, sendmailR, brew, plyr, fail (>= 1.2)","BSD_3_clause + file LICENSE","testthat"
"BatchJobs","1.2","2014-02-07 00:15:47","2014-02-08","2014-07-11","R (>= 2.15.0), BBmisc (>= 1.5)","utils, digest, DBI, RSQLite, sendmailR, brew, plyr, stringr, fail (>= 1.2)","BSD_3_clause + file LICENSE","testthat, MASS"
"BatchJobs","1.3","2014-07-10 05:00:59","2014-07-12","2014-09-26","R (>= 2.15.0), BBmisc (>= 1.7), methods","checkmate (>= 1.1), utils, stats, digest, DBI, RSQLite, sendmailR, brew, stringr, fail (>= 1.2)","BSD_3_clause + file LICENSE","testthat, MASS"
"BatchJobs","1.4","2014-09-24 18:12:20","2014-09-27","2014-11-03","R (>= 2.15.0), BBmisc (>= 1.7), methods","checkmate (>= 1.4), utils, stats, digest, DBI, RSQLite, sendmailR, brew, stringr, fail (>= 1.2)","BSD_2_clause + file LICENSE","testthat, MASS"
"BatchJobs","1.5","2014-10-30 20:13:29","2014-11-04","2015-03-20","R (>= 2.15.0), BBmisc (>= 1.8), methods","brew, checkmate (>= 1.5), DBI, digest, fail (>= 1.2), RSQLite (>= 1.0.0), sendmailR, stats, stringr, utils","BSD_2_clause + file LICENSE","MASS, testthat"
"BatchJobs","1.6","2015-03-18 18:01:25","2015-03-21","2015-04-20","R (>= 2.15.0), BBmisc (>= 1.9), methods","brew, checkmate (>= 1.5.1), DBI, digest, fail (>= 1.2), parallel, RSQLite (>= 1.0.0), sendmailR, stats, stringr, utils","BSD_2_clause + file LICENSE","MASS, testthat"
"BayClone2","1.0","2014-12-23 00:39:05","2014-12-25","2014-12-26","R (>= 2.0.1), combinat",,"GPL-3 | file LICENSE",
"BayClone2","1.1","2014-12-24 06:08:06","2014-12-27","2015-04-20","R (>= 2.0.1), combinat",,"GPL-3 | file LICENSE",
"BayHap","1.0.1","2013-03-13 21:25:32","2013-09-03","2015-04-20","boa",,"GPL (>= 2)",
"BayHaz","0.1-3","2012-10-29 13:13:36","2013-09-03","2015-04-20","R (>= 1.8.0), splines",,"GPL (>= 2)","coda"
"BaySIC","1.0","2013-04-04 00:51:06","2013-09-03","2015-04-20","R (>= 2.10), rjags, fields, poibin",,"GPL (>= 2)",
"BayesBridge","0.2-1","2013-05-08 07:23:17","2013-09-03","2014-04-25","R (>= 2.10)",,"GPL (>= 3)",
"BayesBridge","0.4","2014-04-23 19:58:55","2014-04-26","2014-07-23","R (>= 2.10)",,"GPL (>= 3)",
"BayesBridge","0.5","2014-07-21 18:13:34","2014-07-24","2015-02-18","R (>= 2.10)",,"GPL (>= 3)",
"BayesBridge","0.6","2015-02-14 00:56:46","2015-02-19","2015-04-20","R (>= 2.10)",,"GPL (>= 3)",
"BayesCR","0.0","2013-07-13 07:03:29","2013-09-03","2013-11-04","MCMCpack, mvtnorm, truncnorm, Rlab, truncdist, boa",,"GPL (>= 3.0)",
"BayesCR","1.0","2013-11-02 18:07:29","2013-11-05","2015-02-02","R(>= 3.0.1), MCMCpack, mvtnorm, Rlab, truncdist, truncnorm",,"GPL (>= 3.0.1)",
"BayesCR","2.0","2015-01-31 17:26:47","2015-02-03","2015-04-20","R(>= 3.1.2)","mvtnorm, Rlab, truncdist, mnormt, rootSolve","GPL (>= 3.1.2)",
"BayesComm","0.1-0","2014-01-02 15:15:10","2013-09-03","2015-04-20","Rcpp (>= 0.9.10), RcppArmadillo (>= 0.3.2.4), coda",,"GPL (>= 2)",
"BayesDA","2012.04-1","2012-04-10 13:55:14","2013-09-03","2015-04-20","stats, R (>= 2.2.0)",,"GPL (>= 2)","MCMCpack"
"BayesFactor","0.9.10","2015-02-01 17:38:21","2015-02-03","2015-02-06","R (>= 3.0.0), coda, methods","pbapply, mvtnorm, stringr, utils, graphics, Rcpp (>= 0.11.2), gtools","GPL-2","doMC, foreach, testthat, knitr, markdown, arm, lme4, xtable, languageR"
"BayesFactor","0.9.10-1","2015-02-04 09:04:28","2015-02-07","2015-02-11","R (>= 3.0.0), coda, methods","pbapply, mvtnorm, stringr, utils, graphics, Rcpp (>= 0.11.2), gtools","GPL-2","doMC, foreach, testthat, knitr, markdown, arm, lme4, xtable, languageR"
"BayesFactor","0.9.10-2","2015-02-09 16:44:07","2015-02-12","2015-03-18","R (>= 3.0.0), coda, methods","pbapply, mvtnorm, stringr, utils, graphics, Rcpp (>= 0.11.2), gtools","GPL-2","doMC, foreach, testthat, knitr, markdown, arm, lme4, xtable, languageR"
