,Package,Version,License,Depends,Imports,Suggests,BiocCategory,BiocVersion,BiocDate
170,flowFP,1.2.0,Artistic-2.0,"R(>= 2.5.0),flowCore,flowViz","Biobase,flowCore,flowViz, graphics, grDevices, methods, stats",,Software,2.5,2009-10-28
171,arrayQuality,1.24.0,LGPL,"R (>= 2.2.0),marray,limma,convert,hexbin,gridBase,RColorBrewer",,"mclust,MEEBOdata,HEEBOdata",Software,2.5,2009-10-28
172,GeneticsDesign,1.14.0,GPL,"combinat,gdata,gmodels,gtools(>= 2.4.0),mvtnorm",,,Software,2.5,2009-10-28
173,splots,1.12.0,LGPL,grid,,,Software,2.5,2009-10-28
174,rsbml,2.4.0,Artistic-2.0,"R (>= 2.6.0), methods, utils","graph, utils",,Software,2.5,2009-10-28
175,minet,1.8.0,GPL (>= 3),R (>= 2.3.0),,,Software,2.5,2009-10-28
176,Heatplus,1.16.0,GPL (>= 2),,,,Software,2.5,2009-10-28
177,RTCA,1.0.0,LGPL-3,"methods, stats, graphics,Biobase,RColorBrewer,gtools",,,Software,2.5,2009-10-28
178,Rgraphviz,1.24.0,Artistic-2.0,"R (>= 2.6.0), methods, utils,graph, grid","graph, graphics, grDevices, grid, methods, utils",,Software,2.5,2009-10-28
179,RefPlus,1.16.0,GPL (>= 2),"R (>= 2.8.0),Biobase(>= 2.1.0),affy(>= 1.20.0),affyPLM(>= 1.18.0),preprocessCore(>= 1.4.0)",,affydata,Software,2.5,2009-10-28
180,plier,1.16.0,GPL (>= 2),"R (>= 2.0),affy, methods",,,Software,2.5,2009-10-28
181,PCpheno,1.8.0,Artistic-2.0,"Category,ScISI(>= 1.3.0),SLGI,ppiStats,ppiData,annotate(>= 1.17.4)","AnnotationDbi,Biobase,Category,GO.db,GSEABase,KEGG.db,ScISI,graph, graphics, methods, stats","KEGG.db,GO.db,org.Sc.sgd.db",Software,2.5,2009-10-28
182,pcot2,1.14.0,GPL (>= 2),"R (>= 2.0.0), grDevices,Biobase,amap",,"multtest,hu6800.db,KEGG.db,mvtnorm",Software,2.5,2009-10-28
183,flowUtils,1.6.0,Artistic-2.0,"R (>= 2.2.0),flowCore(>= 1.2.0), methods,XML","flowCore,XML,RUnit,graph,flowViz",gatingMLData,Software,2.5,2009-10-28
184,gpls,1.18.0,Artistic-2.0,,stats,,Software,2.5,2009-10-28
185,cellHTS2,2.10.5,Artistic-2.0,"R (>= 2.6.0),RColorBrewer,Biobase(>= 2.5.5), methods,genefilter(>= 1.11.2),splots(>= 1.11.1),vsn(>= 3.0.15),hwriter(>= 0.90)","prada,GSEABase,Category",locfit(>= 1.5-3),Software,2.5,2009-10-28
186,logitT,1.4.0,GPL (>= 2),affy,,SpikeInSubset,Software,2.5,2009-10-28
187,HTqPCR,1.0.0,Artistic-2.0,"Biobase,RColorBrewer,limma","affy,Biobase,gplots, graphics, grDevices,limma, methods,RColorBrewer, stats, utils",statmod,Software,2.5,2009-10-28
188,IRanges,1.4.16,Artistic-2.0,"R (>= 2.8.0), methods, utils, stats","methods, utils, stats",RUnit,Software,2.5,2009-10-28
189,simulatorAPMS,1.18.0,LGPL,"ScISI,apComplex",ScISI,,Software,2.5,2009-10-28
190,qvalue,1.20.0,LGPL,tcltk,,,Software,2.5,2009-10-28
191,biocGraph,1.8.0,Artistic-2.0,"Rgraphviz,graph","Rgraphviz,geneplotter,graph, methods","fibroEset,geneplotter,hgu95av2.db",Software,2.5,2009-10-28
192,genArise,1.22.0,file LICENSE,"R (>= 1.7.1),locfit,tkrplot,xtable, methods",,,Software,2.5,2009-10-28
193,idiogram,1.22.0,GPL-2,"R (>= 2.0.0), methods,Biobase,annotate,plotrix",,"hu6800.db,golubEsets",Software,2.5,2009-10-28
194,gaggle,1.14.0,GPL (>= 2),"R (>= 2.3.0),rJava(>= 0.4),graph(>= 1.10.2),RUnit(>= 0.4.17)",,,Software,2.5,2009-10-28
195,SLGI,1.6.0,Artistic-2.0,"R (>= 2.6.0),ScISI,lattice","AnnotationDbi,Biobase,GO.db,ScISI, graphics,lattice, methods, stats","Biostrings,GO.db,org.Sc.sgd.db",Software,2.5,2009-10-28
196,quantsmooth,1.12.0,GPL-2,"quantreg,lodplot, grid",,,Software,2.5,2009-10-28
197,MLInterfaces,1.26.1,LGPL,"R (>= 2.9),Biobase,MASS, methods,genefilter,rpart,rda,annotate,cluster",mboost,"class,e1071,ipred,randomForest,gpls,pamr,rpart,MASS,nnet,ALL,gbm,mlbench,hgu95av2.db,som,RColorBrewer,hu6800.db,golubEsets,ada,keggorth,kernlab,gbm,mboost,sfsmisc,party",Software,2.5,2009-10-28
198,maanova,1.16.0,GPL (>= 2),R (>= 2.7.0),,"qvalue,snow",Software,2.5,2009-10-28
199,AffyCompatible,1.6.1,Artistic-2.0,"R (>= 2.7.0),XML(>= 1.99-0),RCurl(>= 0.8-1), methods",Biostrings,,Software,2.5,2009-10-28
200,xcms,1.20.1,GPL (>= 2),"R (>= 1.9.0), methods",,"faahKO,msdata,multtest,ncdf,rgl,MassSpecWavelet(>= 1.5.2),Rgraphviz",Software,2.5,2009-10-28
201,miRNApath,1.6.0,LGPL-2.1,"methods, R(>= 2.7.0)",,,Software,2.5,2009-10-28
202,flowQ,1.6.0,Artistic-2.0,"R (>= 2.4.0),outliers,lattice,flowViz, methods,mvoutlier,bioDist,parody,RColorBrewer,latticeExtra","geneplotter,flowCore,flowViz",,Software,2.5,2009-10-28
203,domainsignatures,1.6.1,Artistic-2.0,"R (>= 2.4.0),KEGG.db,prada,biomaRt, methods",AnnotationDbi,,Software,2.5,2009-10-28
204,Biostrings,2.14.12,Artistic-2.0,"R (>= 2.8.0), methods,IRanges(>= 1.4.8)","graphics, methods, stats, utils,IRanges,Biobase","BSgenome(>= 1.13.14),BSgenome.Celegans.UCSC.ce2(>= 1.3.11),BSgenome.Dmelanogaster.UCSC.dm3(>= 1.3.11),drosophila2probe,hgu95av2probe,GenomicFeatures(>= 0.1.3),hgu95av2cdf,affy,affydata(>= 1.11.5),RUnit",Software,2.5,2009-10-28
205,CoCiteStats,1.18.0,CPL,"R (>= 2.0),org.Hs.eg.db",AnnotationDbi,,Software,2.5,2009-10-28
206,DEGseq,1.0.5,LGPL (>=2),"R (>= 2.8.0),qvalue,samr, methods","graphics, grDevices, methods, stats, utils",,Software,2.5,2009-10-28
207,SLqPCR,1.12.0,GPL (>= 2),"R(>= 2.4.0), stats,RColorBrewer",,,Software,2.5,2009-10-28
208,sagenhaft,1.16.0,GPL (>= 2),"R (>= 2.5),SparseM(>= 0.73)",,,Software,2.5,2009-10-28
209,OrderedList,1.18.0,GPL (>= 2),"R (>= 2.1.0),Biobase(>= 1.5.12),twilight(>= 1.9.2)",,,Software,2.5,2009-10-28
210,oligo,1.10.4,LGPL (>= 2),"R (>= 2.10.0),oligoClasses(>= 1.7.12),preprocessCore(>= 1.7.4)","splines,affxparser(>= 1.17.3), graphics, utils, stats,DBI(>= 0.2-4),Biobase(>= 2.5.5), methods,affyio(>= 1.13.3)","hapmap100kxba,pd.mapping50k.xba240,pd.hg18.60mer.expr,maqcExpression4plex,genefilter,limma,RColorBrewer",Software,2.5,2009-10-28
211,maigesPack,1.10.0,GPL (>= 2),"R (>= 2.0.0),convert,graph,limma,marray, methods",,"amap,annotate,class,e1071,MASS,multtest,OLIN,R2HTML,rgl,som",Software,2.5,2009-10-28
212,GenomicFeatures,0.2.0,Artistic-2.0,rtracklayer,"methods,DBI,RSQLite,IRanges(>= 1.3.14),Biostrings(>= 2.13.54),BSgenome","GenomicFeatures.Hsapiens.UCSC.hg18,BSgenome.Hsapiens.UCSC.hg18(>= 1.3.14)",Software,2.5,2009-10-28
213,microRNA,1.4.0,Artistic-2.0,"Biostrings(>= 2.11.32), Rlibstree",,,Software,2.5,2009-10-28
214,SpeCond,1.0.3,LGPL (>=2),"R (>= 2.10.0),mclust(>= 3.3.1),Biobase(>= 1.15.13),fields,hwriter(>= 1.1),RColorBrewer, methods",,,Software,2.5,2009-10-28
215,geneRecommender,1.18.0,GPL (>= 2),"R (>= 1.8.0),Biobase(>= 1.4.22)",,,Software,2.5,2009-10-28
216,LBE,1.14.0,GPL-2,stats,"graphics, grDevices, methods, stats, utils",qvalue,Software,2.5,2009-10-28
217,Ringo,1.10.0,Artistic-2.0,"methods,Biobase(>= 1.14.1),RColorBrewer,limma,Matrix, grid","genefilter,limma,vsn","rtracklayer(>= 1.3.1),mclust,topGO(>= 1.13.1)",Software,2.5,2009-10-28
218,RankProd,2.18.0,file LICENSE,R (>= 1.9.0),,,Software,2.5,2009-10-28
219,BCRANK,1.8.0,GPL-2,methods,Biostrings,seqLogo,Software,2.5,2009-10-28
220,cycle,1.0.0,GPL-2,"R (>= 2.10.0),Mfuzz","Biobase, stats",,Software,2.5,2009-10-28
221,ctc,1.20.0,GPL,amap,,,Software,2.5,2009-10-28
222,Rtreemix,1.8.0,LGPL,"R (>= 2.5.0), methods,graph,Biobase","methods,graph,Biobase,Hmisc",Rgraphviz,Software,2.5,2009-10-28
223,pickgene,1.18.0,GPL (>= 2),MASS,,,Software,2.5,2009-10-28
224,hopach,2.6.0,GPL (>= 2),"R (>= 2.6.0),cluster,Biobase, methods",,,Software,2.5,2009-10-28
225,BiocCaseStudies,1.8.0,Artistic-2.0,"tools, methods, utils,Biobase",,"affy(>= 1.17.3),affyPLM(>= 1.15.1),affyQCReport(>= 1.17.0),ALL(>= 1.4.3),annaffy(>= 1.11.1),annotate(>= 1.17.3),AnnotationDbi(>= 1.1.6),apComplex(>= 2.5.0),Biobase(>= 1.17.5),bioDist(>= 1.11.3),biocGraph(>= 1.1.1),biomaRt(>= 1.13.5),CCl4(>= 1.0.6),CLL(>= 1.2.4),Category(>= 2.5.0),class(>= 7.2-38),cluster(>= 1.11.9),convert(>= 1.15.0),gcrma(>= 2.11.1),genefilter(>= 1.17.6),geneplotter(>= 1.17.2),GO.db(>= 2.0.2),GOstats(>= 2.5.0),graph(>= 1.17.4),GSEABase(>= 1.1.13),hgu133a.db(>= 2.0.2),hgu95av2.db,hgu95av2cdf(>= 2.0.0),hgu95av2probe(>= 2.0.0),hopach(>= 1.13.0),KEGG.db(>= 2.0.2),kohonen(>= 2.0.2),lattice(>= 0.17.2),latticeExtra(>= 0.3-1),limma(>= 2.13.1),MASS(>= 7.2-38),MLInterfaces(>= 1.13.17),multtest(>= 1.19.0),org.Hs.eg.db(>= 2.0.2),ppiStats(>= 1.5.4),randomForest(>= 4.5-20),RBGL(>= 1.15.6),RColorBrewer(>= 1.0-2),Rgraphviz(>= 1.17.11),vsn(>= 3.4.0),weaver(>= 1.5.0),xtable(>= 1.5-2),yeastExpData(>= 0.9.11)",Software,2.5,2009-10-28
226,xps,1.6.4,GPL (>= 2.0),"R (>= 2.6.0), methods",,,Software,2.5,2009-10-28
227,ROC,1.22.0,LGPL,"R (>= 1.9.0), utils, methods",,Biobase,Software,2.5,2009-10-28
228,parody,1.4.0,Artistic-2.0,"R (>= 2.5.0), methods, tools, utils",,,Software,2.5,2009-10-28
229,GeneSelector,2.2.0,GPL (>= 2),"R (>= 2.5.1), methods","Biobase, graphics, grDevices, methods, stats","multtest,siggenes,samr,limma",Software,2.5,2009-10-28
230,GeneSelectMMD,1.2.0,GPL (>= 2),"R (>= 2.8.0),Biobase","Biobase,MASS, graphics, stats,survival",ALL,Software,2.5,2009-10-28
231,affyPara,1.6.0,GPL-3,"R (>= 2.5.0), methods,affy(>= 1.20.0),snow(>= 0.2-3),vsn(>= 3.6.0),aplpack(>= 1.1.1)",,affydata,Software,2.5,2009-10-28
232,DFP,1.4.0,GPL-2,"methods,Biobase(>= 2.5.5)",,,Software,2.5,2009-10-28
233,BioMVCClass,1.14.0,LGPL,"R (>= 2.1.0), methods,MVCClass,Biobase,graph,Rgraphviz",,,Software,2.5,2009-10-28
234,keggorth,1.8.0,Artistic-2.0,"R (>= 2.5.0), stats,graph,hgu95av2.db","AnnotationDbi,graph,DBI,graph, grDevices, methods,RSQLite, stats, tools, utils","RBGL,ALL",Software,2.5,2009-10-28
235,crlmm,1.4.5,Artistic-2.0,"methods,Biobase(>= 2.5.5), R (>= 2.10.0)","affyio,preprocessCore, utils, stats,genefilter, splines,mvtnorm,oligoClasses,ellipse, methods,SNPchip","hapmapsnp5,hapmapsnp6,genomewidesnp5Crlmm(>= 1.0.2),genomewidesnp6Crlmm(>= 1.0.2),snpMatrix,VanillaICE(>= 1.7.8),GGdata",Software,2.5,2009-10-28
236,baySeq,1.0.0,GPL-3,"R (>= 2.3.0), methods",,snow,Software,2.5,2009-10-28
237,webbioc,1.18.0,GPL (>= 2),"R (>= 1.8.0),Biobase,affy,multtest,annaffy,vsn,gcrma,qvalue",,,Software,2.5,2009-10-28
238,splicegear,1.18.0,LGPL,"R (>= 2.6.0), methods, Biobase(>= 2.5.5)","annotate,Biobase, graphics, grDevices, grid, methods, utils,XML",,Software,2.5,2009-10-28
239,RLMM,1.8.0,LGPL (>= 2),"R (>= 2.1.0),MASS",,,Software,2.5,2009-10-28
240,rflowcyt,1.18.0,GPL-2,"R (>= 2.3.0),fields,hexbin,lattice,locfit, methods,prada,rfcdmin(>= 0.9.0),splancs, stats,survival,xgobi,xtable","Biobase,KernSmooth, grDevices, graphics,hexbin,lattice, methods,prada, stats,survival, utils",,Software,2.5,2009-10-28
241,bgx,1.10.0,GPL,"R (>= 2.0.1),Biobase,affy(>= 1.5.0),gcrma(>= 2.4.1)",,"affydata,hgu95av2cdf",Software,2.5,2009-10-28
242,CAMERA,1.2.0,GPL (>= 2),"R (>= 2.1.0), methods,xcms(>= 1.13.5),RBGL",,,Software,2.5,2009-10-28
243,DNAcopy,1.20.0,GPL (>= 2),,,,Software,2.5,2009-10-28
244,cghMCR,1.4.0,LGPL,"methods,DNAcopy,CNTools,limma",,,Software,2.5,2009-10-28
245,KCsmart,2.4.0,GPL-3,"methods,siggenes,multtest",,,Software,2.5,2009-10-28
246,oligoClasses,1.8.0,GPL (>= 2),Biobase,"graphics, methods,IRanges(>= 1.3.16),Biostrings(>= 2.13.9),Biobase(>= 2.5.5)","RSQLite,oligo",Software,2.5,2009-10-28
247,GeneticsPed,1.8.0,LGPL (>= 2.1),"R (>= 2.4.0),gdata(>= 2.3.0),genetics(>= 1.3.0),MASS",,,Software,2.5,2009-10-28
248,HilbertVis,1.4.0,GPL (>= 3),"R (>= 2.6.0), grid,lattice",,"EBImage,IRanges",Software,2.5,2009-10-28
249,flowViz,1.10.0,Artistic-2.0,"R (>= 2.7.0),flowCore(>= 1.5.17),lattice","Biobase,flowCore, graphics, grDevices, grid,KernSmooth,lattice,latticeExtra,MASS, methods,RColorBrewer, stats, utils",RColorBrewer,Software,2.5,2009-10-28
250,LPEadj,1.6.0,LGPL,LPE,,,Software,2.5,2009-10-28
251,safe,2.6.0,GPL (>= 2),"R (>= 2.4.0),Biobase,annotate, methods","SparseM,GO.db,annotate,AnnotationDbi,survival,Biobase","GO.db,GOstats,Rgraphviz,multtest,hu6800.db,survival",Software,2.5,2009-10-28
252,reb,1.20.0,GPL-2,"R (>= 2.0),Biobase,idiogram(>= 1.5.3)",,,Software,2.5,2009-10-28
253,OLINgui,1.20.0,GPL-2,"R (>= 2.0.0),OLIN(>= 1.4.0)",,"tcltk,tkWidgets",Software,2.5,2009-10-28
254,flowStats,1.4.0,Artistic-2.0,"R (>= 2.9.0),flowCore(>= 1.10.0),fda(>= 2.1.3),mvoutlier,cluster","MASS,flowCore,fda(>= 2.1.3),Biobase, methods, grDevices, graphics, stats, utils,flowViz,KernSmooth,lattice","flowViz,xtable",Software,2.5,2009-10-28
255,plgem,1.18.2,GPL,"R (>= 2.6.0),Biobase(>= 2.5.5),MASS",utils,,Software,2.5,2009-10-28
256,mBPCR,1.0.0,GPL (>= 2),"oligoClasses,SNPchip",Biobase,xtable,Software,2.5,2009-10-28
257,codelink,1.14.1,GPL,"methods,Biobase(>= 2.5.5),limma",annotate,genefilter,Software,2.5,2009-10-28
258,affy,1.24.2,LGPL (>= 2.0),"R (>= 2.8.0),Biobase(>= 2.5.5)","affyio(>= 1.13.3),Biobase(>= 2.5.5), graphics, grDevices, methods,preprocessCore, stats, utils","tkWidgets(>= 1.19.0),affydata",Software,2.5,2009-10-28
259,GeneTraffic,1.18.0,GPL,"R (>= 1.8.1),Biobase(>= 1.4.0),affy(>= 1.3.28),marray(>= 1.5.10), SSOAP(>= 0.1.2),XML(>= 0.95.6), digest(>= 0.1.1), methods",,,Software,2.5,2009-10-28
260,ChIPpeakAnno,1.2.15,GPL (>= 2),"biomaRt,multtest,IRanges,Biostrings,BSgenome,BSgenome.Ecoli.NCBI.20080805,GO.db,org.Hs.eg.db,limma","biomaRt,multtest,IRanges,Biostrings,BSgenome,GO.db,limma",,Software,2.5,2009-10-28
261,externalVector,1.12.0,LGPL,"R (>= 1.8.0), methods, stats",,,Software,2.5,2009-10-28
262,ITALICS,2.6.0,GPL,"R (>= 2.0.0),GLAD,ITALICSData,oligo,affxparser,pd.mapping50k.xba240",,"pd.mapping50k.hind240,pd.mapping250k.sty,pd.mapping250k.nsp",Software,2.5,2009-10-28
263,AffyTiling,1.4.0,GPL (>= 2),"R (>= 2.6),Biobase, methods, utils,affy(>= 1.16),affxparser",,,Software,2.5,2009-10-28
264,spkTools,1.2.0,GPL (>= 2),"R (>= 2.7.0),Biobase(>= 2.5.5)","Biobase(>= 2.5.5), graphics, grDevices,gtools, methods,RColorBrewer, stats, utils",xtable,Software,2.5,2009-10-28
265,RMAGEML,2.20.0,LGPL,"R (>= 2.6.0), methods,marray,limma,Biobase",,,Software,2.5,2009-10-28
266,matchprobes,1.18.0,Artistic-2.0,"R (>= 2.6.0),AnnotationDbi(>= 1.5.15),Biostrings(>= 2.11.28)","Biobase,affy","affy,hgu95av2cdf,hgu95av2probe,hu6800cdf,hu6800probe",Software,2.5,2009-10-28
267,flagme,1.2.0,LGPL (>= 2),"methods, graphics,xcms,SparseM,gcspikelite",,"gplots,MASS",Software,2.5,2009-10-28
268,MantelCorr,1.16.0,GPL (>= 2),R (>= 2.0.0),,,Software,2.5,2009-10-28
269,RBioinf,1.6.0,Artistic-2.0,"graph, methods",,,Software,2.5,2009-10-28
270,bioDist,1.18.0,Artistic-2.0,"R (>= 2.0), methods,Biobase,KernSmooth",,locfit,Software,2.5,2009-10-28
271,KEGGgraph,1.2.2,GPL (>= 2),"methods,XML(>= 2.3-0),graph,Rgraphviz(>= 1.22.0)",,"RBGL,KEGG.db,org.Hs.eg.db,hgu133plus2.db,SPIA",Software,2.5,2009-10-28
272,cosmo,1.12.0,file LICENSE,"R (>= 2.4.0), methods, utils,seqLogo",,cosmoGUI,Software,2.5,2009-10-28
273,ChromHeatMap,1.0.0,Artistic-2.0,"R (>= 2.9.0),annotate(>= 1.20.0),AnnotationDbi(>= 1.4.0),hgu95av2.db","annotate,AnnotationDbi,Biobase, graphics, grDevices, methods, stats,IRanges,rtracklayer",ALL,Software,2.5,2009-10-28
274,vbmp,1.14.0,GPL (>= 2),R (>= 2.5),,"Biobase(>= 2.5.5),statmod",Software,2.5,2009-10-28
275,sscore,1.18.0,GPL (>= 2),"R (>= 1.8.0),affy,affyio",,affydata,Software,2.5,2009-10-28
276,snpMatrix,1.10.3,GPL-3,"R(>= 2.3.0),survival, methods","graphics, grDevices, methods, stats,survival, utils",hexbin,Software,2.5,2009-10-28
277,dyebias,1.4.3,GPL-3,"R (>= 1.4.1),marray,Biobase",,"limma,convert,GEOquery,dyebiasexamples, methods",Software,2.5,2009-10-28
278,GeneRfold,1.4.0,CeCILL-2.0,"R (>= 2.6.0),GeneR",,,Software,2.5,2009-10-28
279,metaArray,1.22.0,LGPL-2,,"Biobase,MergeMaid, graphics, stats",,Software,2.5,2009-10-28
280,ABarray,1.14.0,GPL,"Biobase,multtest, tcltk",,"limma,LPE",Software,2.5,2009-10-28
281,RmiR,1.2.0,Artistic-2.0,"R (>= 2.7.0),RmiR.Hs.miRNA,RSVGTipsDevice","DBI, methods, stats","hgug4112a.db,org.Hs.eg.db",Software,2.5,2009-10-28
282,convert,1.22.0,LGPL,"R (>= 2.6.0),Biobase(>= 1.15.33),limma(>= 1.7.0),marray, utils, methods",,,Software,2.5,2009-10-28
283,makecdfenv,1.24.0,GPL (>= 2),"R (>= 2.6.0), methods,Biobase(>= 1.4.1),affy(>= 1.4.0), utils,affyio",,,Software,2.5,2009-10-28
284,annaffy,1.18.0,LGPL,"R (>= 2.5.0), methods,Biobase,GO.db,KEGG.db",AnnotationDbi(>= 0.1.15),"hgu95av2.db,multtest, tcltk",Software,2.5,2009-10-28
285,spotSegmentation,1.20.0,GPL (>= 2),"R (>= 1.7.0),mclust",,,Software,2.5,2009-10-28
286,ppiStats,1.12.0,Artistic-2.0,"ScISI(>= 1.13.2),lattice,ppiData(>= 0.1.6)","Biobase,Category,graph, graphics, grDevices,lattice, methods,RColorBrewer, stats","yeastExpData,xtable",Software,2.5,2009-10-28
287,CGHcall,2.6.0,GPL,"R (>= 2.0.0), impute(>= 1.8.0),DNAcopy(>= 1.6.0), methods,Biobase,CGHbase",,,Software,2.5,2009-10-28
288,bgafun,1.8.0,Artistic-2.0,"made4,seqinr,ade4",,,Software,2.5,2009-10-28
289,topGO,1.14.0,LGPL,"R (>= 2.10.0), methods,graph(>= 1.14.0),Biobase(>= 2.0.0),GO.db(>= 2.3.0),AnnotationDbi(>= 1.7.19),SparseM(>= 0.73)","methods,graph,Biobase,SparseM,AnnotationDbi,lattice","ALL,hgu95av2.db,hgu133a.db,genefilter,xtable,multtest,Rgraphviz,globaltest",Software,2.5,2009-10-28
290,Resourcerer,1.20.0,LGPL,"R (>= 1.9.0),Biobase,AnnotationDbi(>= 1.4.0)",,"human.db0,mouse.db0,rat.db0",Software,2.5,2009-10-28
291,OCplus,1.20.0,LGPL,"R (>= 2.1.0),akima,multtest(>= 1.7.3)",,,Software,2.5,2009-10-28
292,yaqcaffy,1.6.0,Artistic-2.0,"simpleaffy(>= 2.19.3), methods","simpleaffy, methods","MAQCsubsetAFX,affydata,xtable",Software,2.5,2009-10-28
293,rHVDM,1.12.0,GPL-2,"R (>= 2.3),R2HTML(>= 1.5),affy(>= 1.23.4),minpack.lm(>= 1.0-5),Biobase(>= 2.5.5)",,,Software,2.5,2009-10-28
294,adSplit,1.16.0,GPL (>= 2),"R (>= 2.1.0), methods (>= 2.1.0), graphics, stats (>= 2.1.0),cluster(>= 1.9.1),multtest(>= 1.6.0),Biobase(>= 1.5.12),affy(>= 1.6.7),GO.db(>= 1.8.1),KEGG.db(>= 1.8.1)",,"golubEsets(>= 1.0),vsn(>= 1.5.0),hu6800.db(>= 1.8.1)",Software,2.5,2009-10-28
295,affylmGUI,1.20.0,LGPL,"limma, tcltk,affy,Biobase,affyio",,"tkrplot,affyPLM,R2HTML,xtable",Software,2.5,2009-10-28
296,flowClust,2.4.0,Artistic-2.0,"R(>= 2.5.0), methods,mnormt,mclust,ellipse,Biobase, flowCore(>= 1.11.23)",,,Software,2.5,2009-10-28
297,SSPA,1.2.0,GPL (>= 2),"R (>= 2.8), methods,qvalue","graphics,limma, methods, stats","multtest,quadprog, splines",Software,2.5,2009-10-28
298,ShortRead,1.4.0,Artistic-2.0,"methods,IRanges(>= 1.3.93),Biostrings(>= 2.13.52),BSgenome(>= 1.13.14),lattice","IRanges,Biostrings,Biobase,BSgenome,hwriter",biomaRt,Software,2.5,2009-10-28
299,plateCore,1.4.0,Artistic-2.0,"R (>= 2.8.0),flowCore,lattice,latticeExtra,robustbase","flowCore, graphics,lattice,Biobase, methods,MASS",,Software,2.5,2009-10-28
300,pgUtils,1.18.0,LGPL (>= 2),"R (>= 1.8.0),Rdbi(>= 1.0.2),RdbiPgSQL(>= 1.0.2), methods",,,Software,2.5,2009-10-28
301,biocViews,1.14.1,Artistic-2.0,"R (>= 2.4.0), methods, utils","tools,Biobase,graph(>= 1.9.26),RBGL(>= 1.13.5),XML",Biobase,Software,2.5,2009-10-28
302,GeneticsBase,1.12.0,LGPL,"R (>= 2.3.1), methods,combinat,xtable,mvtnorm,haplo.stats","gdata(>= 2.3.0),gplots(>= 2.3.1),gtools(>= 2.2.3),MASS",,Software,2.5,2009-10-28
303,CMA,1.4.1,GPL (>= 2),"R (>= 2.5.1), methods, stats,Biobase",,"MASS,class,nnet,glmnet,e1071,randomForest,plsgenomics,gbm,mgcv,corpcor,limma",Software,2.5,2009-10-28
304,rama,1.20.0,GPL (>= 2),R(>= 2.5.0),,,Software,2.5,2009-10-28
305,prada,1.22.0,LGPL,"R (>= 2.1.0),Biobase,RColorBrewer, grid, methods,rrcov","Biobase, graphics, grDevices, grid,MASS, methods,RColorBrewer,rrcov, utils","cellHTS,rflowcyt, tcltk",Software,2.5,2009-10-28
306,pdInfoBuilder,1.10.1,Artistic-2.0,"R (>= 2.10.0), methods,Biobase(>= 2.5.5),RSQLite(>= 0.7-1),affxparser(>= 1.7.3),oligo(>= 1.9.19)","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,Software,2.5,2009-10-28
307,gene2pathway,1.4.0,GPL (>= 2),"R (>= 2.6.0),kernlab(>= 0.9),KEGG.db(>= 2.2.0),biomaRt(>= 1.12.1),KEGGSOAP(>= 1.12.0),RBGL,AnnotationDbi,org.Dm.eg.db","SSOAP,RCurl",,Software,2.5,2009-10-28
308,exonmap,2.4.0,GPL (>= 2),"R (>= 2.0),affy(>= 1.23.4),genefilter,RColorBrewer,RMySQL(>= 0.6-0),DBI, methods",,,Software,2.5,2009-10-28
309,ecolitk,1.18.0,GPL (>= 2),"R (>= 2.5),affy,ecoliLeucine,ecolicdf,Biobase",,"graph,matchprobes,multtest,vsn",Software,2.5,2009-10-28
310,GlobalAncova,3.12.0,GPL (>= 2),"methods,corpcor,globaltest","annotate,AnnotationDbi","Biobase,GO.db,multtest,golubEsets,hu6800.db,vsn",Software,2.5,2009-10-28
311,makePlatformDesign,1.10.0,LGPL (>= 2),"R (>= 2.6.0),affyio,oligo",,,Software,2.5,2009-10-28
312,genefilter,1.28.2,Artistic-2.0,,"AnnotationDbi,annotate(>= 1.13.7),Biobase(>= 1.99.10), graphics, methods, stats,survival","Biobase(>= 1.99.10),class,hgu95av2.db, methods,tkWidgets",Software,2.5,2009-10-28
313,AffyExpress,1.12.0,LGPL,"R (>= 2.5.0),affy(>= 1.23.4),limma",,"simpleaffy,R2HTML,affyPLM,hgu95av2cdf,hgu95av2,test3cdf,genefilter,estrogen,annaffy,gcrma",Software,2.5,2009-10-28
314,widgetTools,1.24.0,LGPL,"R (>= 2.4.0), methods, utils, tcltk",,Biobase,Software,2.5,2009-10-28
315,SMAP,1.10.1,GPL-2,methods,,,Software,2.5,2009-10-28
316,Rolexa,1.2.0,GPL-2,"R (>= 2.9.0),mclust, graphics, grDevices, methods,ShortRead","Biostrings, graphics, grDevices,IRanges, methods,ShortRead, stats",,Software,2.5,2009-10-28
317,impute,1.20.0,GPL-2,R (>= 1.7.0),,,Software,2.5,2009-10-28
318,GSEAlm,1.6.0,Artistic-2.0,Biobase,,"GSEABase,Category,multtest,ALL,annotate,hgu95av2.db,genefilter,GOstats,RColorBrewer",Software,2.5,2009-10-28
319,vsn,3.14.0,Artistic-2.0,Biobase(>= 2.5.5),"methods,affy(>= 1.23.4),limma,lattice","affydata,hgu95av2cdf",Software,2.5,2009-10-28
320,tkWidgets,1.24.0,Artistic-2.0,"R (>= 2.0.0), methods,widgetTools(>= 1.1.7),DynDoc(>= 1.3.0), tools",,Biobase,Software,2.5,2009-10-28
321,panp,1.16.0,GPL (>= 2),"R (>= 2.5.0),affy(>= 1.23.4),Biobase(>= 2.5.5)",,,Software,2.5,2009-10-28
