,biocViews,Enhances,LinkingTo,License,URL,Imports,Suggests Me,Suggests,Depends,Version,SystemRequirements,Imports Me,Depends On Me
mpedbarray.db,"AnnotationData,ChipDb,FHCRC Nelson LabChip,Mus_musculus,mpedbarray",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mta10stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mta10stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)",8.2.0,,,
mta10sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mta10sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Mm.eg.db(>= 3.0.0)",8.2.0,,,
mu11ksuba.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mu11ksuba",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mu11ksubacdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mu11ksuba",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mu11ksubaprobe,"AffymetrixChip,AnnotationData,Mus_musculus,mu11ksuba,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
mu11ksubb.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mu11ksubb",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mu11ksubbcdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mu11ksubb",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mu11ksubbprobe,"AffymetrixChip,AnnotationData,Mus_musculus,mu11ksubb,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
mu19ksuba.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mu19ksuba",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mu19ksubacdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mu19ksuba",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mu19ksubb.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mu19ksubb",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mu19ksubbcdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mu19ksubb",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mu19ksubc.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,mu19ksubc",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
mu19ksubccdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mu19ksubc",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mu6500subacdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mu6500suba",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mu6500subbcdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mu6500subb",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mu6500subccdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mu6500subc",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mu6500subdcdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,mu6500subd",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
mwgcod.db,"AnnotationData,ChipDb,CodelinkChip,Mus_musculus,mwgcod",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.16),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
nugohs1a520180.db,"AffymetrixChip,AnnotationData,ChipDb,Homo_sapiens,nugohs1a520180",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.19),org.Hs.eg.db(>= 3.0.0)",3.0.0,,,
nugohs1a520180cdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,nugohs1a520180",,,LGPL,,AnnotationDbi,,,utils,3.0.0,,,
nugohs1a520180probe,"AffymetrixChip,AnnotationData,Homo_sapiens,nugohs1a520180,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",3.0.0,,,
nugomm1a520177.db,"AffymetrixChip,AnnotationData,ChipDb,Mus_musculus,nugomm1a520177",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.19),org.Mm.eg.db(>= 3.0.0)",3.0.0,,,
nugomm1a520177cdf,"AffymetrixChip,AnnotationData,Mus_musculus,cdf,nugomm1a520177",,,LGPL,,AnnotationDbi,,,utils,3.0.0,,,
nugomm1a520177probe,"AffymetrixChip,AnnotationData,Mus_musculus,nugomm1a520177,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",3.0.0,,,
oligoData,"AnnotationData,ExperimentData",,,LGPL (>= 2),,,oligo,"pd.hg.u95av2,pd.huex.1.0.st.v2,pd.mapping50k.xba240,pd.hg18.60mer.expr,pd.2006.07.18.hg18.refseq.promoter,pd.hugene.1.0.st.v1","R (>= 2.15.0),oligo",1.8.0,,,
org.Ag.eg.db,"AnnotationData,Anopheles_gambiae,OrgDb",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,
org.At.tair.db,"AnnotationData,Arabidopsis_thaliana,OrgDb",,,Artistic-2.0,,"methods,AnnotationDbi",AnnotationDbi,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,"ag.db,ath1121501.db"
org.Bt.eg.db,"AnnotationData,Bos_taurus,OrgDb",,,Artistic-2.0,,"methods,AnnotationDbi",AnnotationFuncs,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,bovine.db
org.Ce.eg.db,"AnnotationData,Caenorhabditis_elegans,OrgDb",,,Artistic-2.0,,"methods,AnnotationDbi",HTSanalyzeR,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,celegans.db
org.Cf.eg.db,"AnnotationData,Canis_familiaris,OrgDb",,,Artistic-2.0,,"methods,AnnotationDbi",MLP,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,"canine.db,canine2.db"
org.Dm.eg.db,"AnnotationData,Drosophila_melanogaster,OrgDb",,,Artistic-2.0,,"methods,AnnotationDbi","GeneAnswers,HTSanalyzeR,RpsiXML","annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,"drosgenome1.db,drosophila2.db,indac.db"
org.Dr.eg.db,"AnnotationData,Danio_rerio,OrgDb",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,zebrafish.db
org.EcK12.eg.db,"AnnotationData,Escherichia_coli,OrgDb",,,Artistic-2.0,,"methods,AnnotationDbi",qpgraph,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,ecoli2.db
org.EcSakai.eg.db,"AnnotationData,Escherichia_coli,OrgDb",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,
org.Gg.eg.db,"AnnotationData,Gallus_gallus,OrgDb",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,chicken.db
org.Hs.eg.db,"AnnotationData,Homo_sapiens,OrgDb,humanLLMappings",,,Artistic-2.0,,"methods,AnnotationDbi","AllelicImbalance,annotate,AnnotationDbi,AnnotationFuncs,BiocCaseStudies,bumphunter,categoryCompare,ChIPpeakAnno,ChIPseeker,clusterProfiler,cnvGSA,CRISPRseek,DOSE,eisa,gage,gCMAPWeb,GeneAnswers,globaltest,gmapR,goProfiles,GOSemSim,goseq,GOstats,groHMM,GSAR,GSEABase,hpar,HTSanalyzeR,HTSeqGenie,ind1KG,KEGGgraph,limma,miRNAtap,MLP,mvGST,neaGUI,oneChannelGUI,PGSEA,PSICQUIC,RefNet,RforProteomics,RmiR,RpsiXML,RTopper,rtracklayer,rTRM,SigFuge,VariantFiltering","annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,"DOQTL,FunciSNP,GOSim,graphite,ReactomePA,rTRMui","AnnotationForge,cgdv17,chimera,CoCiteStats,FDb.InfiniumMethylation.hg18,FDb.InfiniumMethylation.hg19,FEM,GGHumanMethCancerPanelv1.db,h10kcod.db,h20kcod.db,hcg110.db,hgfocus.db,hgu133a.db,hgu133a2.db,hgu133b.db,hgu133plus2.db,hgu219.db,hgu95a.db,hgu95av2.db,hgu95b.db,hgu95c.db,hgu95d.db,hgu95e.db,hguatlas13k.db,hgubeta7.db,hguDKFZ31.db,hgug4100a.db,hgug4101a.db,hgug4110b.db,hgug4111a.db,hgug4112a.db,hgug4845a.db,hguqiagenv3.db,hi16cod.db,Homo.sapiens,hs25kresogen.db,Hs6UG171.db,HsAgilentDesign026652.db,hthgu133a.db,hthgu133b.db,hu35ksuba.db,hu35ksubb.db,hu35ksubc.db,hu35ksubd.db,hu6800.db,huex10stprobeset.db,huex10sttranscriptcluster.db,hugene10stprobeset.db,hugene10sttranscriptcluster.db,hugene11stprobeset.db,hugene11sttranscriptcluster.db,hugene20stprobeset.db,hugene20sttranscriptcluster.db,hugene21stprobeset.db,hugene21sttranscriptcluster.db,HuO22.db,hwgcod.db,IlluminaHumanMethylation27k.db,IlluminaHumanMethylation450k.db,illuminaHumanv1.db,illuminaHumanv2.db,illuminaHumanv2BeadID.db,illuminaHumanv3.db,illuminaHumanv4.db,illuminaHumanWGDASLv3.db,illuminaHumanWGDASLv4.db,JazaeriMetaData.db,LAPOINTE.db,lumiHumanAll.db,meshr,methyAnalysis,Mulder2012,Norway981.db,nugohs1a520180.db,OperonHumanV3.db,PartheenMetaData.db,pathview,pedbarrayv10.db,pedbarrayv9.db,POCRCannotation.db,Roberts2005Annotation.db,SHDZ.db,tRanslatome,u133x3p.db"
org.Hs.ipi.db,"AnnotationData,Homo sapiens,Proteomics",,,"The Artistic License, Version 2.0",,"methods,AnnotationDbi,PAnnBuilder",PAnnBuilder,,"R (>= 2.12.0), methods,AnnotationDbi(>= 1.3.12),PAnnBuilder(>= 1.3.0)",1.3.0,,,
org.MeSH.Aca.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,meshr
org.MeSH.Aga.PEST.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Ame.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Aml.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Ana.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Ani.FGSC.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Ath.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Atu.K84.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,meshr
org.MeSH.Bfl.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Bsu.168.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,meshr
org.MeSH.Bsu.Bsn5.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Bsu.RONN1.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Bsu.TUB10.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Bsu.W23.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Bta.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Cal.SC5314.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Cbr.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Cel.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Cfa.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Cin.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Cja.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Cpo.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Cre.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Dan.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Dda.3937.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Ddi.AX4.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Der.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Dgr.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Dme.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Dmo.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Dpe.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Dre.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Dse.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Dsi.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Dvi.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Dya.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.536.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.55989.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.APEC01.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.B.REL606.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.BW2952.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.CFT073.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.E24377A.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.ED1a.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.HS.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.IAI1.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.IAI39.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.K12.DH10B.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.K12.MG1655.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.KO11FL.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.O103.H2.12009.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.O111.H.11128.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.O127.H6.E2348.69.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.O157.H7.EC4115.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.O157.H7.EDL933.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.O157.H7.Sakai.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.O157.H7.TW14359.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.O26.H11.11368.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.O26.H7.CB9615.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.S88.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.SE11.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.SMS35.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.UMN026.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eco.UTI89.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Eqc.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Gga.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Gma.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Hsa.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,meshr
org.MeSH.Laf.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Lma.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Mdo.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Mes.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Mga.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Miy.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Mml.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Mmu.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Mtr.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Nle.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Oan.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Ocu.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Oni.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Osa.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Pab.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Pae.LESB58.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Pae.PA14.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Pae.PA7.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Pae.PAO1.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Pfa.3D7.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
